Code,Type,Classification,Description
S06309A,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of unspecified duration, initial encounter"
S06309D,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of unspecified duration, subsequent encounter"
S06309S,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of unspecified duration, sequelae"
S0631,ICD10,,contusion and laceration of right cerebrum
S06310,ICD10,,contusion and laceration of right cerebrum w/o LOC
S06310A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/o LOC,  initial encounter"
S06310D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/o LOC, subsequent encounter"
S06310S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/o LOC, sequelae"
S06311,ICD10,,contusion and laceration of right cerebrum w/LOC of 30 min or less
S06311A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 30 min or less, initial encounter"
S06311D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 30 min or less, subsequent encounter"
S06311S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 30 min or less, sequelae"
S06312,ICD10,,contusion and laceration of right cerebrum w/LOC of 31-59 minutes
S06312A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 31-59 minutes, initial encounter"
S06312D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 31-59 minutes, subsequent encounter"
S06312S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 31-59 minutes, sequelae"
S06313,ICD10,,contusion and laceration of right cerebrum w/LOC of 1hr to 5 hrs 59 mins
S06313A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 1hr to 5 hrs 59 mins, initial encounter"
S06313D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 1hr to 5 hrs 59 mins, subsequent encounter"
S06313S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 1hr to 5 hrs 59 mins, sequelae"
S06314,ICD10,,contusion and laceration of right cerebrum w/LOC of 6-24 hrs
S06314A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 6-24 hrs, initial encounter"
S06314D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 6-24 hrs, subsequent encounter"
S06314S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of 6-24 hrs, sequelae"
S06315,ICD10,,contusion and laceration of right cerebrum w/LOC >24 hrs with return to pre-existing conscious level
S06315A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S06315D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S06315S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC >24 hrs with return to pre-existing conscious level, sequelae"
S06316,ICD10,,contusion and laceration of right cerebrum w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S06316A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06316D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06316S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06317,ICD10,,contusion and laceration of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness
S06317A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S06317D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S06317S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S06318,ICD10,,contusion and laceration of right cerebrum w/LOC of any duration with death due to other causes prior to regaining consciousness
S06318A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to other causes prior to regaining consciousness, initial encounter"
S06318D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to other causes prior to regaining consciousness, subsequent encounter"
S06318S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of any duration with death due to other causes prior to regaining consciousness, sequelae"
S06319,ICD10,,contusion and laceration of right cerebrum w/LOC of unspecified duration
S06319A,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of unspecified duration, initial encounter"
S06319D,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of unspecified duration, subsequent encounter"
S06319S,ICD10,mod_sev,"contusion and laceration of right cerebrum w/LOC of unspecified duration, sequelae"
S0632,ICD10,,contusion and laceration of left cerebrum
S06320,ICD10,,contusion and laceration of left cerebrum w/o LOC
S06320A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/o LOC,  initial encounter"
S06320D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/o LOC, subsequent encounter"
S06320S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/o LOC, sequelae"
S06321,ICD10,,contusion and laceration of left cerebrum w/LOC of 30 min or less
S06321A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 30 min or less, initial encounter"
S06321D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 30 min or less, subsequent encounter"
S06321S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 30 min or less, sequelae"
S06322,ICD10,,contusion and laceration of left cerebrum w/LOC of 31-59 minutes
S06322A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 31-59 minutes, initial encounter"
S06322D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 31-59 minutes, subsequent encounter"
S06322S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 31-59 minutes, sequelae"
S06323,ICD10,,contusion and laceration of left cerebrum w/LOC of 1hr to 5 hrs 59 mins
S06323A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 1hr to 5 hrs 59 mins, initial encounter"
S06323D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 1hr to 5 hrs 59 mins, subsequent encounter"
S06323S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 1hr to 5 hrs 59 mins, sequelae"
S06324,ICD10,,contusion and laceration of left cerebrum w/LOC of 6-24 hrs
S06324A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 6-24 hrs, initial encounter"
S06324D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 6-24 hrs, subsequent encounter"
S06324S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of 6-24 hrs, sequelae"
S06325,ICD10,,contusion and laceration of left cerebrum w/LOC >24 hrs with return to pre-existing conscious level
S06325A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S06325D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S06325S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs with return to pre-existing conscious level, sequelae"
S06326,ICD10,,contusion and laceration of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S06326A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06326D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06326S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06327,ICD10,,contusion and laceration of left cerebrum w/LOC of any duration w/ death due to brain injury prior to regaining consciousness
S06327A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, initial encounter"
S06327D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, subsequent encounter"
S06327S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, sequelae"
S06328,ICD10,,contusion and laceration of left cerebrum w/LOC of any duration w/ death due to other causes prior to regaining consciousness
S06328A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to other causes prior to regaining consciousness, initial encounter"
S06328D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to other causes prior to regaining consciousness, subsequent encounter"
S06328S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of any duration w/ death due to other causes prior to regaining consciousness, sequelae"
S06329,ICD10,,contusion and laceration of left cerebrum w/LOC of unspecified duration
S06329A,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of unspecified duration, initial encounter"
S06329D,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of unspecified duration, subsequent encounter"
S06329S,ICD10,mod_sev,"contusion and laceration of left cerebrum w/LOC of unspecified duration, sequelae"
S0633,ICD10,,"contusion and laceration of cerebrum, unspecified"
S06330,ICD10,,"contusion and laceration of cerebrum, unspecified, w/o LOC"
S06330A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/o LOC, initial encounter"
S06330D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/o LOC, subsequent encounter"
S06330S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/o LOC, sequelae"
S06331,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of 30 mins or less"
S06331A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 30 mins or less, initial encounter"
S06331D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 30 mins or less, subsequent encounter"
S06331S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 30 mins or less, sequelae"
S06332,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of 31-59 mins"
S06332A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 31-59 mins, initial encounter"
S06332D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 31-59 mins, subsequent encounter"
S06332S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 31-59 mins, sequelae"
S06333,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of 1 hr to 5 hrs 59 mins"
S06333A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06333D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06333S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06334,ICD10,,"contusion and laceration of cerebrum, unspecified, w/ LOC of 6 -24 hrs"
S06334A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/ LOC of 6 -24 hrs, initial encounter"
S06334D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/ LOC of 6 -24 hrs, subsequent encounter"
S06334S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/ LOC of 6 -24 hrs, sequelae"
S06335,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciousness level"
S06335A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciousness level, initial encounter"
S06335D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciousness level, subsequent encounter"
S06335S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciousness level, sequelae"
S06336,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving"
S06336A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06336D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06336S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06337,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration w/ death due to brain injury prior to regaining consciousness"
S06337A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, initial encounter"
S06337D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, subsequent encounter"
S06337S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, sequelae"
S06338,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining conscious"
S06338A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining conscious, initial encounter"
S06338D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining conscious, subsequent encounter"
S06338S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining conscious, sequelae"
S06339,ICD10,,"contusion and laceration of cerebrum, unspecified, w/LOC of unspecified duration"
S06339A,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of unspecified duration, initial encounter"
S06339D,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of unspecified duration, subsequent encounter"
S06339S,ICD10,mod_sev,"contusion and laceration of cerebrum, unspecified, w/LOC of unspecified duration, sequelae"
S0634,ICD10,,traumatic hemorrhage of right cerebrum
S06340,ICD10,,traumatic hemorrhage of right cerebrum w/o LOC
S06340A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/o LOC, initial encounter"
S06340D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/o LOC, subsequent encounter"
S06340S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/o LOC, sequelae"
S06341,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of 30 mins or less
S06341A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 30 mins or less, initial encounter"
S06341D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 30 mins or less, subsequent encounter"
S06341S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 30 mins or less, sequelae"
S06342,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of 31-59 mins
S06342A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 31-59 mins, initial encounter"
S06342D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 31-59 mins, subsequent encounter"
S06342S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 31-59 mins, sequelae"
S06343,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of 1 hr to 5 hrs 59 mins
S06343A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06343D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06343S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06344,ICD10,,traumatic hemorrhage of right cerebrum with LOC of 6 -24 hrs
S06344A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum with LOC of 6 -24 hrs, initial encounter"
S06344D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum with LOC of 6 -24 hrs, subsequent encounter"
S06344S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum with LOC of 6 -24 hrs, sequelae"
S06345,ICD10,,traumatic hemorrhage of right cerebrum w/LOC > 24 hrs with return to pre-existing consciousness level
S06345A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC > 24 hrs with return to pre-existing consciousness level, initial encounter"
S06345D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC > 24 hrs with return to pre-existing consciousness level, subsequent encounter"
S06345S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC > 24 hrs with return to pre-existing consciousness level, sequelae"
S06346,ICD10,,traumatic hemorrhage of right cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S06346A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06346D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06346S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06347,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness
S06347A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S06347D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S06347S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S06348,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness
S06348A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, initial encounter"
S06348D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
S06348S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, sequelae"
S06349,ICD10,,traumatic hemorrhage of right cerebrum w/LOC of unspecified duration
S06349A,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of unspecified duration, initial encounter"
S06349D,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of unspecified duration, subsequent encounter"
S06349S,ICD10,mod_sev,"traumatic hemorrhage of right cerebrum w/LOC of unspecified duration, sequelae"
S0635,ICD10,,traumatic hemorrhage of left cerebrum
S06350,ICD10,,traumatic hemorrhage of left cerebrum w/o LOC
S06350A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/o LOC, initial encounter"
S06350D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/o LOC, subsequent encounter"
S06350S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/o LOC, sequelae"
S06351,ICD10,,traumatic hemorrhage of left cerebrum w/LOC of 30 mins or less
S06351A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 30 mins or less, initial encounter"
S06351D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 30 mins or less, subsequent encounter"
S06351S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 30 mins or less, sequelae"
S06352,ICD10,,traumatic hemorrhage of left cerebrum w/LOC of 31-59 mins
S06352A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 31-59 mins, initial encounter"
S06352D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 31-59 mins, subsequent encounter"
S06352S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 31-59 mins, sequelae"
S06353,ICD10,,"traumatic hemorrhage of left cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins"
S06353A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06353D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06353S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06354,ICD10,,traumatic hemorrhage of left cerebrum w/LOC of 6 -24 hrs
S06354A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 6 -24 hrs, initial encounter"
S06354D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 6 -24 hrs, subsequent encounter"
S06354S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of 6 -24 hrs, sequelae"
S06355,ICD10,,traumatic hemorrhage of left cerebrum w/LOC >24 hrs with return to pre-existing consciousness level
S06355A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs with return to pre-existing consciousness level, initial encounter"
S06355D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs with return to pre-existing consciousness level, subsequent encounter"
S06355S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs with return to pre-existing consciousness level, sequelae"
S06356,ICD10,,traumatic hemorrhage of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S06356A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06356D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06356S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06357,ICD10,,traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness
S06357A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S06357D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S06357S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S06358,ICD10,,traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness
S06358A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, initial encounter"
S06358D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
S06358S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum w/LOC of any duration with death due to other cause prior to regaining consciousness, sequelae"
S06359,ICD10,,"traumatic hemorrhage of left cerebrum, w/ LOC of unspecified duration"
S06359A,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, w/ LOC of unspecified duration, initial encounter"
S06359D,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, w/ LOC of unspecified duration, subsequent encounter"
S06359S,ICD10,mod_sev,"traumatic hemorrhage of left cerebrum, w/ LOC of unspecified duration, sequelae"
S0636,ICD10,,"traumatic hemorrhage of cerebrum, unspecified"
S06360,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/o LOC"
S06360A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/o LOC, initial encounter"
S06360D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/o LOC, subsequent encounter"
S06360S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/o LOC, sequelae"
S06361,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 30 mins or less"
S06361A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 30 mins or less, initial encounter"
S06361D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 30 mins or less, subsequent encounter"
S06361S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 30 mins or less, sequelae"
S06362,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 31-59 mins"
S06362A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 31-59 mins, initial encounter"
S06362D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 31-59 mins, subsequent encounter"
S06362S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of 31-59 mins, sequelae"
S06363,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins"
S06363A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06363D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06363S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06364,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of 6 -24 hrs"
S06364A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of 6 -24 hrs, initial encounter"
S06364D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of 6 -24 hrs, subsequent encounter"
S06364S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of 6 -24 hrs, sequelae"
S06365,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciouness level"
S06365A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciouness level, initial encounter"
S06365D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciouness level, subsequent encounter"
S06365S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC > 24 hrs with return to pre-existing consciouness level, sequelae"
S06366,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, LOC >24 hrs w/o return to pre-existing conscious level with patient surviving"
S06366A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06366D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06366S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06367,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to brain injury prior to regaining consciousness"
S06367A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S06367D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S06367S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S06368,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining consciousness"
S06368A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining consciousness, initial encounter"
